dbo,meseros,PK_meseros_1,idmeserointerno,1
dbo,ModifiersPriceLists,PK_ModifiersPriceLists,ModifierPriceListId,1
dbo,monedas,PK_monedas,clavemoneda,1
dbo,monitoresproduccion,PK_monitoresproduccion,idmonitor,1
dbo,movtosbillar_pausas,PK_movtosbillar_pausas,id,1
dbo,movtoscaja,PK_movtoscaja,folio,1
dbo,mp_cuentadetalle,PK_mp_cuentadetalle,id,1
dbo,mp_propiedades,PK_mp_properties,idpropiedad,1
dbo,mp_tempcuentadetalle,PK_mp_tempcuentadetalle,id,1
dbo,notificaciones,PK__notifica__8270F9A502FE2CBD,id_notificacion,1
dbo,nsplatformcontrol,PK__nsplatfo__3214EC07E7D8E6AB,Id,1
dbo,nsplatforminventory,PK__nsplatfo__C84765D1130C9690,WorkspaceId,1
dbo,nsplatformtaxes,PK__nsplatfo__C84765D1D7DB575E,WorkspaceId,1
dbo,nsplatformtaxschemas,PK__nsplatfo__C84765D1F7761583,WorkspaceId,1
dbo,nsplatformtaxschemasdetails,PK__nsplatfo__3214EC07A33AE555,Id,1
dbo,objetos_mapa,PK_objetos_mapa,idobjetomapa,1
dbo,ordenescompra,PK_ordenescompra,idordencompra,1
dbo,pacs,PK_pacs,id,1
dbo,paises,PK_paises,idpais,1
dbo,patines,PK_patines,idpatin,1
dbo,PaymentMethodSRAPP,PK_PaymentMethodSRAPP,id,1
dbo,pedidos,PK_pedidos,idpedido,1
dbo,perfilesformasdepago,PK_perfilesformasdepago,idusuariosperfiles,1
dbo,perfilesformasdepago,PK_perfilesformasdepago,idformadepago,2
dbo,polizasgeneradas,PK_polizasgeneradas_1,idpoliza,1
dbo,pos_settings,PK_pos_settings,idestacion,1
dbo,PriceLists,PK_PriceLists,PriceListId,1
dbo,productos,PK_productos,idproducto,1
dbo,productos_puntos,PK_productos_puntos,id,1
dbo,ProductosAgruparConfig,PK_ProductosAgruparConfig,ProductosAgruparConfigID,1
dbo,ProductosEquivalenciasConfig,PK_ProductosEquivalenciasConfig,ProductosEquivalenciasConfigID,1
dbo,ProductPriceLists,PK__ProductP__7892B305D91C5B22,ProductPriceListId,1
dbo,promociones,PK_promociones,idpromocion,1
dbo,proveedores,PK_proveedores,idproveedor,1
dbo,regionempresa,PK_regionempresa,idregionempresa,1
dbo,regiones,PK_regionesimpuestos,idregion,1
dbo,registro_enlacesrm,PK__registro__A080D9F31B3CD5E4,idestacion,1
dbo,reservaciones,PK_reservaciones,idreservacion,1
dbo,SalesAreaPriceList,PK__SalesAre__2BD9225E8197B65D,SalesAreaPriceListId,1
dbo,servicecodes,PK_servicecodes,servicecode,1
dbo,sincronizacion,PK_sincronizacion,idsincronizacion,1
dbo,sincronizacion_bitacora,PK_sincronizacion_bitacora,idsincronizacion,1
dbo,subgrupos,PK_subgrupos,idsubgrupo,1
dbo,subtipogastos,PK_subtipogastos,idsubtipogastos,1
dbo,sucursalescallcenter,PK_sucursalescallcenter,idsucursal,1
dbo,SyncLog,PK_dbo.Log,Id,1
dbo,tempbitacoraeasygoband,PK_tempbitacoraeasygoband,idbitacora,1
dbo,tempcancela,PK_tempcancela,cancelaid,1
dbo,tempcheques,PK_tempcheques,folio,1
dbo,tempexplosioninsumosdetalle,PK_tempexplosioninsumosdetalle,id,1
dbo,tempexplosionproductos,PK_tempexplosionproductos,id,1
dbo,tempexplosionproductosdetalle,PK_tempexplosionproductosdetalle,id_epd,1
dbo,tempnotificaciones,PK__tempnoti__8270F9A5128E5C06,id_notificacion,1
dbo,tipoclientes,PK_tipoclientes_id,idtipocliente,1
dbo,tipoclientesPriceList,PK_tipoclientesPriceList,tipoclientesPriceList,1
dbo,tipocomisionistas,PK_tipocomisionistas,idtipocomisionista,1
dbo,tipodescuento,PK_tipodescuento,idtipodescuento,1
dbo,tipoempresa,PK_tipoempresa,idtipoempresa,1
dbo,tipogastos,PK_tipogastos,Idtipogasto,1
dbo,tipoproveedores,PK_tipoproveedores,idtipoproveedor,1
dbo,tiporeservaciones,PK_tiporeservaciones,idtiporeservacion,1
dbo,tiposdemesa,PK_tiposdemesa,idtipomesa,1
dbo,traspasosalmacen,PK_traspasosalmacen,folio,1
dbo,turnos,PK_turnos_1,idturnointerno,1
dbo,turnosf,PK_turnosf_1,idturnointerno,1
dbo,udsmedida,PK_udsmedida,idunidad,1
dbo,usuarios,PK_usuarios,usuario,1
dbo,usuariosperfiles,PK_usuariosperfiles,idusuariosperfiles,1
dbo,VisibilidadAreaParaVenta,PK__Visibili__3213E83F721022BA,id,1
dbo,workspace_apps,PK_workspace_apps,idapp,1
dbo,workspace_apps_pricelists,PK__workspac__3214EC0765D40671,Id,1
dbo,workspace_platform_settings,PK_workspace_platform_settings,id,1
dbo,workspace_settings,PK__workspac__3213E83F7CA32FCC,id,1
dbo,ws_cloud,PK_ws_cloud,ID,1
dbo,zonasdomicilio,PK_zonasdomicilio,idzona,1
